Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
acid-fahrradstaender-fm-pro,ACID Fahrradständer FM PRO,"<p>Du willst eine kurze Verschnaufpause auf der sonnigen Bank? Unser ACID Fahrradständer FM PRO verleiht deinem Rad schnell einen sicheren Stand trotz voller Gepäcktaschen, und du kannst dich unbesorgt ausruhen. Er ist passend für alle CUBE Fahrräder mit Flat Mount Schnittstelle.</p>",ACID,Accessories > Stands,Accessories > Stands,"ACID, imported-2025-08-07, imported-ecom, kickstand, parking, stand, Ständer, Zubehör",true,Title,Default Title,,,,,,,,'93469,0.0,shopify,deny,manual,39.90,,true,true,'4054571188076,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/download-1_a77495e6-5fda-4995-94cb-d9be6a13952f.png?v=1754584832,1,ACID Fahrradständer FM PRO,false,Cavalletto FM Pro,Du willst eine kurze Verschnaufpause auf der sonnigen Bank? Unser ACID Fahrradständer FM PRO verleiht deinem Rad schnell einen sicheren Stand trotz voller Gepäc,,,,93469,new,FALSE,ACID,,,,,,,,,,g,,14.54,active
pneu-rubino-pro-g20-700x28c-tlr-black,Pneu Rubino Pro G2.0 700x28c TLR black,,Vittoria,Parts > Wheels,Parts > Wheels,"accessory, imported-2025-08-07, imported-ecom, Räder, Teile, Vittoria",true,Title,Default Title,,,,,,,,24.74654,0.0,shopify,deny,manual,69.00,,true,true,'8022530019859,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/24-76078_9b747acc-5ff5-4381-8a64-c0c74c4dd482.webp?v=1754584830,1,Pneu Rubino Pro G2.0 700x28c TLR black,false,Pneu Rubino Pro G2.0 700x28c TLR black,,,,,24.74654,new,FALSE,Vittoria,,,,,,,,,,g,,44.00,active
high-rail-black-46er,High Rail Black (46er),,Benno,Accessories,Accessories,"accessory, Benno, imported-2025-08-07, imported-ecom, Zubehör",true,Title,Default Title,,,,,,,,A8007,0.0,shopify,deny,manual,159.90,199.90,true,true,'810076250403,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/benno-high-rail-black-1.jpg?v=1754584830,1,High Rail Black (46er),false,High Rail Black (46er),,,,,A8007,new,FALSE,Benno,,,,,,,,,,g,,121.94,active
response-tubeless-inner-circle-l-26-29-250-300-valve-40mm-fpf-03-01,"Response Tubeless, Inner Circle L 26""-29"" 2.50-3.00+ Valve 40MM FPF-03-01",,Response,Parts > Wheels,Parts > Wheels,"accessory, imported-2025-08-07, imported-ecom, Response, Räder, Teile",true,Title,Default Title,,,,,,,,'182455,0.0,shopify,deny,manual,25.00,,true,true,'7611695802089,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/response-tubeless-inner-circle-felgenschutz-innen.jpg?v=1754584828,1,"Response Tubeless, Inner Circle L 26""-29"" 2.50-3.00+ Valve 40MM FPF-03-01",false,"Response Tubeless, Inner Circle L 26""-29"" 2.50-3.00+ Valve 40MM FPF-03-01",,,,,182455,new,FALSE,Response,,,,,,,,,,g,,,active
adattatore-thule-shimano-m12x15-209mm,"Adattatore Thule Shimano M12x1,5, 209mm",,THULE,Parts > Wheels,Parts > Wheels,"accessory, imported-2025-08-07, imported-ecom, Räder, shimano, Teile, THULE",true,Title,Default Title,,,,,,,,'20110735,0.0,shopify,deny,manual,76.90,,true,true,'872299045464,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/1207.jpg?v=1754584827,1,"Adattatore Thule Shimano M12x1,5, 209mm",false,"Adattatore Thule Shimano M12x1,5, 209mm",,,,,20110735,new,FALSE,THULE,,,,,,,,,,g,,47.55,active
bosch-power-more-battery-holder-included-bottle-holder-and-screws-bes-3,Bosch Power More Battery Holder included Bottle Holder and Screws BES 3,,Bosch,Parts > Bosch,Parts > Bosch,"accessory, battery, Bosch, e-bike, electric, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,'18620,0.0,shopify,deny,manual,24.70,,true,true,'4054571232007,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/18620-f1-1.png?v=1754584827,1,Bosch Power More Battery Holder included Bottle Holder and Screws BES 3,false,Bosch Power More Battery Holder included Bottle Holder and Screws BES 3,,,,,18620,new,FALSE,Bosch,,,,,,,,,,g,,14.11,active
copy-of-bosch-cable-power-more-150mm-bes-3,Bosch Cable Power More 150mm BES 3 - Duplicate,<p>#N/A</p>,CUBE,Accessories > Bags,Accessories > Bags,"bag, cube, duplicate, e-bike, electric, imported-ecom, needs-review, pannier, storage",true,Title,Default Title,,,,,,,,'12012,0.0,shopify,deny,manual,21.90,,true,true,'4250589449455,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/12012-0.png?v=1754584826,1,Copy of Bosch Cable Power More 150mm BES 3,false,Copy of Bosch Cable Power More 150mm BES 3,#N/A,,,,12012,new,FALSE,CUBE,,,,,,,,,,g,,8.69,active
benno-boost-10d-performance-cx-anthracite-gray-easy-entry,Benno Boost 10D Performance CX - Anthracite Gray Easy Entry,,Benno,E-Bikes > E-bike 24 Inch,E-Bikes > E-bike 24 Inch,"24-inch, Benno, compact, e-bike, E-bike 24 Zoll, E-Bikes, electric, imported-2025-08-07, imported-ecom",true,Title,Default Title,,,,,,,,,50000.0,shopify,deny,manual,3989.00,5699.00,true,true,'810076252308,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/benno-boost-10d-cx-speed-anthracite-gray-easy-on-e.jpg?v=1754584825,1,Benno Boost 10D Performance CX - Anthracite Gray Easy Entry,false,Benno Boost 10D Performance CX - Anthracite Gray Easy Entry,,,,,,new,FALSE,Benno,,,,,,,,,,g,,3629.93,active
portaborraccia-powermore-250-bbp3620-nero,Portaborraccia PowerMore 250 BBP3620 nero,,Bosch,Parts > Bosch,Parts > Bosch,"accessory, Bosch, e-bike, electric, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,56.87792,0.0,shopify,deny,manual,16.90,,true,true,'4054289010386,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/56-87792-1.webp?v=1754584824,1,Portaborraccia PowerMore 250 BBP3620 nero,false,Portaborraccia PowerMore 250 BBP3620 nero,,,,,56.87792,new,FALSE,Bosch,,,,,,,,,,g,,10.50,active
akkuhalter-powermore-250-bbp3620-schwarz-ohne-schrauben,Akkuhalter PowerMore 250 BBP3620 schwarz - Ohne Schrauben,,Bosch,Parts > Bosch,Parts > Bosch,"accessory, battery, Bosch, e-bike, electric, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,56.87791,0.0,shopify,deny,manual,4.90,,true,true,'4054289010362,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/56-87791.webp?v=1754584823,1,Akkuhalter PowerMore 250 BBP3620 schwarz - Ohne Schrauben,false,Akkuhalter PowerMore 250 BBP3620 schwarz - Ohne Schrauben,,,,,56.87791,new,FALSE,Bosch,,,,,,,,,,g,,3.00,active
pneumatico-super-moto-275x240-starr-con-banda-riflettente-nera,Pneumatico Super Moto 27.5x2.40 Starr con banda riflettente nera,,SCHWALBE,Parts > Wheels,Parts > Wheels,"accessory, imported-2025-08-07, imported-ecom, Räder, SCHWALBE, Teile",true,Title,Default Title,,,,,,,,24.79986,0.0,shopify,deny,manual,47.90,,true,true,'4026495889445,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/24-79985-01.webp?v=1754584822,1,Pneumatico Super Moto 27.5x2.40 Starr con banda riflettente nera,false,Pneumatico Super Moto 27.5x2.40 Starr con banda riflettente nera,,,,,24.79986,new,FALSE,SCHWALBE,,,,,,,,,,g,,24.20,active
pedals-click-mtb-race,Pedals Click MTB RACE,,RFR,Parts > Pedals,Parts > Pedals,"accessory, imported-2025-08-07, imported-ecom, Pedale, RFR, Teile",true,Title,Default Title,,,,,,,,'14226,0.0,shopify,deny,manual,74.90,,true,true,'4250589485774,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/14226-1.jpg?v=1754584821,1,Pedals Click MTB RACE,false,Pedals Click MTB RACE,,,,,14226,new,FALSE,RFR,,,,,,,,,,g,,26.33,active
pedals-road-look-hpp,Pedals Road LOOK HPP,,RFR,Parts > Pedals,Parts > Pedals,"accessory, imported-2025-08-07, imported-ecom, Pedale, racing, RFR, road, Teile",true,Title,Default Title,,,,,,,,'14223,0.0,shopify,deny,manual,89.90,,true,true,'4250589485743,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/14223-1.jpg?v=1754584821,1,Pedals Road LOOK HPP,false,Pedals Road LOOK HPP,,,,,14223,new,FALSE,RFR,,,,,,,,,,g,,32.05,active
acid-kettenschloss-solid-k120,ACID Kettenschloss SOLID K120,,ACID,Accessories > Locks,Accessories > Locks,"ACID, anti-theft, imported-2025-08-07, imported-ecom, lock, Schlösser, security, Zubehör",true,Title,Default Title,,,,,,,,'93732,0.0,shopify,deny,manual,59.90,64.90,true,true,'4054571240071,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/93732-f1-00.png?v=1754584820,1,ACID Kettenschloss SOLID K120,false,Chain Lock SOLID K120,,,,,93732,new,FALSE,ACID,,,,,,,,,,g,,24.94,active
zahlenkettenschloss-rfr-100cm,Zahlenkettenschloss RFR 100cm,,RFR,Accessories > Locks,Accessories > Locks,"anti-theft, imported-2025-08-07, imported-ecom, lock, RFR, Schlösser, security, Zubehör",true,Title,Default Title,,,,,,,,'13369,0.0,shopify,deny,manual,39.90,49.90,true,true,'4250589448113,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/13369-0.png?v=1754584819,1,Zahlenkettenschloss RFR 100cm,false,Zahlenkettenschloss RFR 100cm,,,,,13369,new,FALSE,RFR,,,,,,,,,,g,,16.92,active
cube-trinkflasche-flow-500-pattern,CUBE Trinkflasche Flow 500 Pattern,"<p>Die CUBE Trinkflasche FLOW hat ein eigens entwickeltes Push-Pull-Ventil und einen angenehm weichen Trinkverschluss. Durch die große Schrauböffnung kannst du die Flasche optimal befüllen und reinigen. Der Flaschenkörper aus LDPE-Kunststoff ist besonders widerstandsfähig und geruchsarm. Erhältlich in den Größen 0,5 Liter und 0,75 Liter sowie in unterschiedlichen Designs, perfekt abgestimmt auf unsere Produkte.</p>",CUBE,Accessories > Bottles,Accessories > Bottles,"accessory, bottle, CUBE, hydration, imported-2025-08-07, imported-ecom, Trinkflaschen, Zubehör",true,Title,Default Title,,,,,,,,'12743,0.0,shopify,deny,manual,4.90,5.50,true,true,'4054571239426,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/12743-f1-00.png?v=1754584818,1,CUBE Trinkflasche Flow 500 Pattern,false,Bottle Flow 500,Die CUBE Trinkflasche FLOW hat ein eigens entwickeltes Push-Pull-Ventil und einen angenehm weichen Trinkverschluss. Durch die große Schrauböffnung kannst du die,,,,,new,FALSE,CUBE,,,,,,,,,,g,,2.30,active
mudguard-editor-hybrid-60-28-bb-mount-20,Mudguard Editor Hybrid 60 28'' BB Mount 2.0,"<p>Das ACID Schutzblechset Editor Hybrid 60 28"" BB Mount ist speziell für das Editor Hybrid Fahrradmodell entwickelt. Dieses Schutzblech bietet optimalen Schutz vor Spritzwasser und Schmutz auf Fahrten unter allen Wetterbedingungen. Durchdachte Feinheiten wie die glänzenden Icon-Details, das ACID-Adaptersystem, das FEM-optimierte Design oder die integrierte Lichtkabelführung überzeugen sowohl hinsichtlich Style als auch in Sachen Praktikabilität. Das Set passt perfekt für 28-Zoll-Räder und verfügt über eine Breite von 60 mm, um eine maximale Abdeckung zu gewährleisten. Die Montage erfolgt am Tretlager mit dem BB-Mount-System, was eine stabile und sichere Befestigung ermöglicht.</p>",ACID,Accessories > Fenders,Accessories > Fenders,"ACID, fender, imported-2025-08-07, imported-ecom, mudguard, protection, Schutzbleche, Zubehör",true,Title,Default Title,,,,,,,,'93799,1.0,shopify,deny,manual,44.90,,true,true,'4054571168207,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/93799-f1-00.png?v=1754584818,1,Mudguard Editor Hybrid 60 28'' BB Mount 2.0,false,Mudguard Editor Hybrid 60 28'' BB Mount 2.0,"Das ACID Schutzblechset Editor Hybrid 60 28"" BB Mount ist speziell für das Editor Hybrid Fahrradmodell entwickelt. Dieses Schutzblech bietet optimalen Schutz vo",,,,93799,new,FALSE,ACID,,,,,,,,,,g,,16.63,active
attacco-manubrio-rfr-cmpt-80mm,Attacco manubrio RFR CMPT 80mm,,RFR,Parts > Handlebars,Parts > Handlebars,"accessory, imported-2025-08-07, imported-ecom, Lenker, RFR, Teile",true,Title,Default Title,,,,,,,,'13390,0.0,shopify,deny,manual,34.90,,true,true,'4250589431900,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/13390-0.png?v=1754584817,1,Attacco manubrio RFR CMPT 80mm,false,Attacco manubrio RFR CMPT 80mm,,,,,13390,new,FALSE,RFR,,,,,,,,,,g,,12.40,active
grips-rfr-scr-32-x-130-mm-60g,Grips RFR SCR 32 x 130 mm 60g,,RFR,Parts > Grips,Parts > Grips,"accessory, Griffe, imported-2025-08-07, imported-ecom, RFR, Teile",true,Title,Default Title,,,,,,,,'13206,0.0,shopify,deny,manual,34.90,,true,true,'4250589487839,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/13206-f1-00-1920x1920.png?v=1754584816,1,Grips RFR SCR 32 x 130 mm 60g,false,Grips RFR SCR 32 x 130 mm 60g,,,,,13206,new,FALSE,RFR,,,,,,,,,,g,,11.27,active
grips-natural-fit-comfort-l,Grips Natural Fit - Comfort - L,,CUBE,Parts > Grips,Parts > Grips,"accessory, CUBE, Griffe, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,'13112,0.0,shopify,deny,manual,39.90,,true,true,'4250589468494,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/download-3_cd12de54-5209-42df-81e6-818eae9cd059.png?v=1754584815,1,Grips Natural Fit - Comfort - L,false,Grips Natural Fit - Comfort - L,,,,,,new,FALSE,CUBE,,,,,,,,,,g,,12.57,active
rfr-pedali-flat-clipless-sl,RFR Pedali flat & clipless SL,,CUBE,Parts > Pedals,Parts > Pedals,"accessory, CUBE, imported-2025-08-07, imported-ecom, Pedale, Teile",true,Title,Default Title,,,,,,,,'14194,0.0,shopify,deny,manual,89.00,109.90,true,true,'4250589469316,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/14194-0.png?v=1754584815,1,RFR Pedali flat & clipless SL,false,RFR Pedali flat & clipless SL,,,,,,new,FALSE,CUBE,,,,,,,,,,g,,43.56,active
trailer-adapter-thru-axle-mount,Trailer Adapter Thru-Axle Mount,,Benno,Accessories,Accessories,"accessory, Benno, imported-2025-08-07, imported-ecom, Zubehör",true,Title,Default Title,,,,,,,,A2009,0.0,shopify,deny,manual,59.90,,true,true,'810076250250,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/benno-trailer-adapter-thru-axle-mount.jpg?v=1754584813,1,Trailer Adapter Thru-Axle Mount,false,Trailer Adapter Thru-Axle Mount,,,,,A2009,new,FALSE,Benno,,,,,,,,,,g,,36.54,active
front-tray-wicker-basket-ejoy,Front Tray Wicker Basket (Ejoy),,Benno,Accessories > Child Seats,Accessories > Child Seats,"accessory, baby-seat, Benno, child-seat, family, imported-2025-08-07, imported-ecom, Kindersitz, Zubehör",true,Title,Default Title,,,,,,,,A0033,0.0,shopify,deny,manual,199.00,249.90,true,true,'2100000106561,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/img-20220802-154835.jpg?v=1754584812,1,Front Tray Wicker Basket (Ejoy),false,Front Tray Wicker Basket,,,,,A0033,new,FALSE,Benno,,,,,,,,,,g,,162.50,active
rfr-reggisella-telescopico-e-mtb-i-316-x-125mm,"RFR Reggisella telescopico E-MTB I 31,6 x 125mm",,RFR,Parts > Seatpost,Parts > Seatpost,"e-bike, electric, imported-2025-08-07, imported-ecom, RFR, Sattelstütze, Teile",true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,199.00,,true,true,'4250589468951,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/13621-0.png?v=1754584812,1,"RFR Reggisella telescopico E-MTB I 31,6 x 125mm",false,"RFR Reggisella telescopico E-MTB I 31,6 x 125mm",,,,,,new,FALSE,RFR,,,,,,,,,,g,,99.00,active
riese-mueller-multicharger-cargo-bags-2020,Riese & Müller - Multicharger Cargo Bags 2020,,RIESE & MÜLLER,Accessories > Bags,Accessories > Bags,"bag, cargo, imported-2025-08-07, imported-ecom, pannier, RIESE & MÜLLER, storage, transport, Velotaschen, Zubehör",true,Title,Default Title,,,,,,,,VBK0246,0.0,shopify,deny,manual,189.00,,true,true,,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/captura-de-pantalla-2019-04-30-a-las-122441.png?v=1754584811,1,Riese & Müller - Multicharger Cargo Bags 2020,false,Riese & Müller - Multicharger Cargo Bags 2020,,,,,,new,FALSE,RIESE & MÜLLER,,,,,,,,,,g,,115.00,active
seggiolino-caress-observer-grey-white-black,Seggiolino Caress Observer Grey White Black,,Hamax,Accessories > Child Seats,Accessories > Child Seats,"accessory, baby-seat, child-seat, family, Hamax, imported-2025-08-07, imported-ecom, Kindersitz, Zubehör",true,Title,Default Title,,,,,,,,HAM553021,0.0,shopify,deny,manual,105.00,,true,true,'7029775530218,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/observer.jpg?v=1754584809,1,Seggiolino Caress Observer Grey White Black,false,Seggiolino Caress Observer Grey White Black,,,,,,new,FALSE,Hamax,,,,,,,,,,g,,59.00,active
sport-front-tray-black,Sport Front Tray Black,,Benno,Accessories > Luggage Racks,Accessories > Luggage Racks,"Benno, carrier, Gepäckträger, imported-2025-08-07, imported-ecom, luggage, rack, Zubehör",false,Title,Default Title,,,,,,,,A2002,0.0,shopify,deny,manual,139.90,199.90,true,true,'810076250199,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/benno-sport-front-tray-black.jpg?v=1754584806,1,Sport Front Tray Black,false,Sport Front Tray Black,,,,,A2002,new,FALSE,Benno,,,,,,,,,,g,,99.95,draft
bosch-battery-powermore-250-wh-bes-3,Bosch battery PowerMore 250 Wh BES 3,,Bosch,Parts > Bosch,Parts > Bosch,"accessory, battery, Bosch, e-bike, electric, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,'34844,0.0,shopify,deny,manual,439.00,,true,true,'4054571231994,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/34844-f1-1.png?v=1754584805,1,Bosch battery PowerMore 250 Wh BES 3,false,Bosch battery PowerMore 250 Wh BES 3,,,,,34844,new,FALSE,Bosch,,,,,,,,,,g,,244.63,active
copy-of-dual-kickstand-heavy-duty,Dual Kickstand Heavy Duty - Duplicate,,Benno,Accessories > Child Seats,Accessories > Child Seats,"accessory, baby-seat, benno, child-seat, duplicate, family, imported-ecom, needs-review",true,Title,Default Title,,,,,,,,A2012,0.0,shopify,deny,manual,169.90,,true,true,'810076250243,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/benno-bikes-center-kickstand_d73a392c-18e4-41a8-95ec-7180eaf4a7f3.jpg?v=1754584804,1,Copy of Dual Kickstand Heavy Duty,false,Copy of Dual Kickstand Heavy Duty,,,,,,new,FALSE,Benno,,,,,,,,,,g,,103.64,active
nastro-manubrio-flexribbon-gel-nero,Nastro manubrio Flexribbon gel nero,,BBB,Parts > Handlebars,Parts > Handlebars,"accessory, BBB, imported-2025-08-07, imported-ecom, Lenker, Teile",true,Title,Default Title,,,,,,,,H8185W,0.0,shopify,deny,manual,25.90,,true,true,'8716683085143,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/h8185w.jpg?v=1754584803,1,Nastro manubrio Flexribbon gel nero,false,Nastro manubrio Flexribbon gel nero,,,,,H8185W,new,FALSE,BBB,,,,,,,,,,g,,13.03,active
cube-vorbau-cps-e-mit-neigungsverstellung,CUBE Vorbau CPS-E mit Neigungsverstellung,<p>Der CPS-E Vorbau wurde aus geschmiedetem Aluminium hergestellt und speziell für den Einsatz an E-Bikes entwickelt. Die Neigungsverstellung ermöglicht eine individuelle Anpassung des Vorbaus auf ergonomischen Bedürfnisse.</p>,CUBE,Parts > Handlebars,Parts > Handlebars,"accessory, CUBE, imported-2025-08-07, imported-ecom, Lenker, Teile",true,Title,Default Title,,,,,,,,'12930,0.0,shopify,deny,manual,64.90,,true,true,'4054571240903,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/12930-f1-00.png?v=1754584802,1,CUBE Vorbau CPS-E mit Neigungsverstellung,false,Stem CPS-E 31.8 - 75mm regolabile in altezza,Der CPS-E Vorbau wurde aus geschmiedetem Aluminium hergestellt und speziell für den Einsatz an E-Bikes entwickelt. Die Neigungsverstellung ermöglicht eine indiv,,,,12930,new,FALSE,CUBE,,,,,,,,,,g,,24.94,active
light-set-pro-40,Light Set PRO 40,<p>Für deine Sicherheit im Straßenverkehr: ACID Frontlicht PRO 40 + ACID Rücklicht PRO erfüllen zuverlässig ihren Dienst und lassen sich bequem per Micro-USB-Anschluss laden.</p>,ACID,Accessories > Lights,Accessories > Lights,"ACID, imported-2025-08-07, imported-ecom, lamp, Lichte, light, safety, visibility, Zubehör",true,Title,Default Title,,,,,,,,'93054,0.0,shopify,deny,manual,45.90,54.90,true,true,'4250589485125,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/93054-0.png?v=1754584801,1,Light Set PRO 40,false,Light Set PRO 40,Für deine Sicherheit im Straßenverkehr: ACID Frontlicht PRO 40 + ACID Rücklicht PRO erfüllen zuverlässig ihren Dienst und lassen sich bequem per Micro-USB-Ansch,,,,93054,new,FALSE,ACID,,,,,,,,,,g,,20.79,active
pedals-click-a5-lsl-float,Pedals CLICK A5-LSL Float,"<p>Hier im Bikepark kenne ich jeden Anlieger, jeden Sprung und jede Wurzel. Adrenalin pur! Auf meine ACID CLICK A5-LSL Float Pedale kann ich mich dabei voll verlassen. Mit ihren einstellbaren Pins und dem schwimmend gelagerten Klick-Mechanismus fühle ich mich auch im gröbsten Wurzelteppich sicher mit dem Bike verbunden und kann mich doch sofort davon lösen, wenn der Trick mal nicht so klappt wie geplant.</p>",ACID,Parts > Pedals,Parts > Pedals,"accessory, ACID, imported-2025-08-07, imported-ecom, Pedale, Teile",true,Title,Default Title,,,,,,,,'92386,1.0,shopify,deny,manual,129.90,139.90,true,true,'4054571161444,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/92386-1.jpg?v=1754584800,1,Pedals CLICK A5-LSL Float,false,Pedals CLICK A5-LSL Float,"Hier im Bikepark kenne ich jeden Anlieger, jeden Sprung und jede Wurzel. Adrenalin pur! Auf meine ACID CLICK A5-LSL Float Pedale kann ich mich dabei voll verlas",,,,92386,new,FALSE,ACID,,,,,,,,,,g,,56.62,active
pedals-click-a6-zp-trail,Pedals CLICK A6-ZP Trail,<p>Schnapp dir dein Rad und rauf auf den Trail. Hocheffizient trittst du in deine ACID CLICK A6-ZP Trail Pedale und erklimmst den Berg deiner Begierde. Das geringe Gewicht lässt dich noch schneller oben ankommen und der CNC-gefräste Pedalkörper unterstützt deinen Fuß bei der wilden Abfahrt. Ein Pedal für jede Gelegenheit.</p>,ACID,Parts > Pedals,Parts > Pedals,"accessory, ACID, imported-2025-08-07, imported-ecom, Pedale, Teile",true,Title,Default Title,,,,,,,,'92390,1.0,shopify,deny,manual,89.90,99.90,true,true,'4054571161482,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/92390-1.jpg?v=1754584799,1,Pedals CLICK A6-ZP Trail,false,Pedals CLICK A6-ZP Trail,Schnapp dir dein Rad und rauf auf den Trail. Hocheffizient trittst du in deine ACID CLICK A6-ZP Trail Pedale und erklimmst den Berg deiner Begierde. Das geringe,,,,92390,new,FALSE,ACID,,,,,,,,,,g,,39.23,active
grips-disrupt-translucent-olive-325mm,Grips DISRUPT - translucent olive 32.5mm,"<p>Dieser Griff ist so griffig, er greift dich. Die nach innen gerichteten Diamanten der Anti-Slip Struktur sorgen dafür, dass du optimalen Halt hast und deine Hand nicht nach außen abrutscht. Bei der Landung von waghalsigen Sprüngen polstern dich Mushroom-Cushioning Elemente auf der Oberseite und im Zeigefinger-Daumen-Bereich. Die angewinkelte Waffelstruktur auf der Unterseite folgt den Winkeln deiner Fingerspitzen, sodass deine Finger sich optimal in den Griff krallen können.</p>",ACID,Parts > Grips,Parts > Grips,"accessory, ACID, Griffe, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,'93474,0.0,shopify,deny,manual,19.90,26.90,true,true,'4054571188151,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/93474-d-00_e1939d1c-7ae5-420f-ac2e-4fac0513d547.jpg?v=1754584798,1,Grips DISRUPT - translucent olive 32.5mm,false,Grips DISRUPT - translucent olive 32.5mm,"Dieser Griff ist so griffig, er greift dich. Die nach innen gerichteten Diamanten der Anti-Slip Struktur sorgen dafür, dass du optimalen Halt hast und deine Han",,,,93474,new,FALSE,ACID,,,,,,,,,,g,,8.96,active
grips-disrupt-translucent-olive-305mm,Grips DISRUPT - translucent olive 30.5mm,"<p>Dieser Griff ist so griffig, er greift dich. Die nach innen gerichteten Diamanten der Anti-Slip Struktur sorgen dafür, dass du optimalen Halt hast und deine Hand nicht nach außen abrutscht. Bei der Landung von waghalsigen Sprüngen polstern dich Mushroom-Cushioning Elemente auf der Oberseite und im Zeigefinger-Daumen-Bereich. Die angewinkelte Waffelstruktur auf der Unterseite folgt den Winkeln deiner Fingerspitzen, sodass deine Finger sich optimal in den Griff krallen können.</p>",ACID,Parts > Grips,Parts > Grips,"accessory, ACID, Griffe, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,'93474,0.0,shopify,deny,manual,19.90,26.90,true,true,'4054571190635,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/93474-d-00.jpg?v=1754584798,1,Grips DISRUPT - translucent olive 30.5mm,false,Grips DISRUPT - translucent olive 30.5mm,"Dieser Griff ist so griffig, er greift dich. Die nach innen gerichteten Diamanten der Anti-Slip Struktur sorgen dafür, dass du optimalen Halt hast und deine Han",,,,93474,new,FALSE,ACID,,,,,,,,,,g,,8.96,active
lumos-remote-control,Lumos remote control,,Lumos,Accessories > Helmets,Accessories > Helmets,"Helme, helmet, imported-2025-08-07, imported-ecom, Lumos, protection, safety, Zubehör",true,Title,Default Title,,,,,,,,LAXRM-01,0.0,shopify,deny,manual,34.90,,true,true,'810059473553,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/bw-luremote-5-1.jpg?v=1754584796,1,Lumos remote control,false,Lumos remote control,,,,,LAXRM-01,new,FALSE,Lumos,,,,,,,,,,g,,21.87,active
